date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
01:22:15	77045/77045	---M-Z	200	added ('OK')	text/html	etag:%2210043-1676116235;gz%22	https://vietsonvn.com/cong-ty-co-phan-thuong-mai-va-san-xuat-ton-tan-phuoc-khanh/	/home/dieu/websites/commerce_web/vietsonvn.com/cong-ty-co-phan-thuong-mai-va-san-xuat-ton-tan-phuoc-khanh/index.html	(from https://vietsonvn.com/du-an-may-nen-khi/)
01:22:16	238915/238915	---M--	200	added ('OK')	image/png	date:Mon,%2030%20Sep%202019%2002:11:22%20GMT	https://vietsonvn.com/wp-content/uploads/2019/02/SANOFI-SYNTHELABO.png	/home/dieu/websites/commerce_web/vietsonvn.com/wp-content/uploads/2019/02/SANOFI-SYNTHELABO.png	(from https://vietsonvn.com/du-an-may-nen-khi/)
01:22:16	76974/76974	---MCZ	200	added ('OK')	text/html	etag:%2210207-1676259429;gz%22	https://vietsonvn.com/cong-ty-co-phan-duoc-pham-sanofi-synthelabo-viet-nam/	/home/dieu/websites/commerce_web/vietsonvn.com/cong-ty-co-phan-duoc-pham-sanofi-synthelabo-viet-nam/index.html	(from https://vietsonvn.com/du-an-may-nen-khi/)
01:22:16	53720/53720	---M--	200	added ('OK')	image/jpeg	date:Mon,%2018%20Mar%202019%2002:44:37%20GMT	https://vietsonvn.com/wp-content/uploads/2019/02/ACECOOK-TPHCM.jpg	/home/dieu/websites/commerce_web/vietsonvn.com/wp-content/uploads/2019/02/ACECOOK-TPHCM.jpg	(from https://vietsonvn.com/du-an-may-nen-khi/)
01:22:17	77496/77496	---M-Z	200	added ('OK')	text/html	etag:%2210255-1676289149;gz%22	https://vietsonvn.com/cong-ty-co-phan-acecook-viet-nam-va-cac-chi-nhanh/	/home/dieu/websites/commerce_web/vietsonvn.com/cong-ty-co-phan-acecook-viet-nam-va-cac-chi-nhanh/index.html	(from https://vietsonvn.com/du-an-may-nen-khi/)
01:22:17	48728/48728	---M--	200	added ('OK')	image/jpeg	date:Mon,%2030%20Sep%202019%2003:39:50%20GMT	https://vietsonvn.com/wp-content/uploads/2018/11/da2.jpg	/home/dieu/websites/commerce_web/vietsonvn.com/wp-content/uploads/2018/11/da2.jpg	(from https://vietsonvn.com/du-an-may-nen-khi/)
01:22:18	56756/56756	---M--	200	added ('OK')	image/jpeg	date:Mon,%2030%20Sep%202019%2003:36:52%20GMT	https://vietsonvn.com/wp-content/uploads/2018/11/da3.jpg	/home/dieu/websites/commerce_web/vietsonvn.com/wp-content/uploads/2018/11/da3.jpg	(from https://vietsonvn.com/du-an-may-nen-khi/)
01:22:19	76422/76422	---MCZ	200	added ('OK')	text/html	etag:%229648-1675825623;gz%22	https://vietsonvn.com/cong-ty-co-phan-tap-doan-masan-va-cac-chi-nhanh/	/home/dieu/websites/commerce_web/vietsonvn.com/cong-ty-co-phan-tap-doan-masan-va-cac-chi-nhanh/index.html	(from https://vietsonvn.com/du-an-may-nen-khi/)
01:22:19	73787/73787	---M-Z	200	added ('OK')	text/html	etag:%2210044-1676116239;gz%22	https://vietsonvn.com/ajinomoto-viet-nam/	/home/dieu/websites/commerce_web/vietsonvn.com/ajinomoto-viet-nam/index.html	(from https://vietsonvn.com/du-an-may-nen-khi/)
01:22:19	63337/63337	---M--	200	added ('OK')	image/jpeg	date:Mon,%2030%20Sep%202019%2003:38:50%20GMT	https://vietsonvn.com/wp-content/uploads/2018/11/da1.jpg	/home/dieu/websites/commerce_web/vietsonvn.com/wp-content/uploads/2018/11/da1.jpg	(from https://vietsonvn.com/du-an-may-nen-khi/)
01:22:20	74327/74327	---M-Z	200	added ('OK')	text/html	etag:%2210045-1676116241;gz%22	https://vietsonvn.com/cong-ty-co-phan-ton-dong-a-va-cac-chi-nhanh/	/home/dieu/websites/commerce_web/vietsonvn.com/cong-ty-co-phan-ton-dong-a-va-cac-chi-nhanh/index.html	(from https://vietsonvn.com/du-an-may-nen-khi/)
01:22:20	107218/107218	---M--	200	added ('OK')	image/jpeg	date:Mon,%2030%20Sep%202019%2002:18:54%20GMT	https://vietsonvn.com/wp-content/uploads/2019/08/May-nen-khi-hitachi-vietson-2019-07-26-0091.jpg	/home/dieu/websites/commerce_web/vietsonvn.com/wp-content/uploads/2019/08/May-nen-khi-hitachi-vietson-2019-07-26-0091.jpg	(from https://vietsonvn.com/du-an-may-nen-khi/)
01:22:21	111408/111408	---M--	200	added ('OK')	image/jpeg	date:Mon,%2030%20Sep%202019%2002:19:04%20GMT	https://vietsonvn.com/wp-content/uploads/2019/08/May-nen-khi-hitachi-vietson-2019-07-26-0092.jpg	/home/dieu/websites/commerce_web/vietsonvn.com/wp-content/uploads/2019/08/May-nen-khi-hitachi-vietson-2019-07-26-0092.jpg	(from https://vietsonvn.com/du-an-may-nen-khi/)
01:22:22	103291/103291	---M--	200	added ('OK')	image/jpeg	date:Fri,%2011%20Oct%202019%2009:35:59%20GMT	https://vietsonvn.com/wp-content/uploads/2019/10/May-Nen-Khi-Viet-Son-2019-10-11_04.jpg	/home/dieu/websites/commerce_web/vietsonvn.com/wp-content/uploads/2019/10/May-Nen-Khi-Viet-Son-2019-10-11_04.jpg	(from https://vietsonvn.com/du-an-may-nen-khi/)
01:22:23	106868/106868	---M--	200	added ('OK')	image/jpeg	date:Fri,%2011%20Oct%202019%2009:36:01%20GMT	https://vietsonvn.com/wp-content/uploads/2019/10/May-Nen-Khi-Viet-Son-2019-10-11_03.jpg	/home/dieu/websites/commerce_web/vietsonvn.com/wp-content/uploads/2019/10/May-Nen-Khi-Viet-Son-2019-10-11_03.jpg	(from https://vietsonvn.com/du-an-may-nen-khi/)
01:22:24	77326/77326	---M--	200	added ('OK')	image/jpeg	date:Mon,%2030%20Sep%202019%2003:18:38%20GMT	https://vietsonvn.com/wp-content/uploads/2019/09/May-Nen-Khi-Viet-Son-2019-09-26_01.jpg	/home/dieu/websites/commerce_web/vietsonvn.com/wp-content/uploads/2019/09/May-Nen-Khi-Viet-Son-2019-09-26_01.jpg	(from https://vietsonvn.com/du-an-may-nen-khi/)
01:22:25	86450/86450	---M--	200	added ('OK')	image/jpeg	date:Mon,%2030%20Sep%202019%2003:14:47%20GMT	https://vietsonvn.com/wp-content/uploads/2019/09/May-Nen-Khi-Viet-Son-2019-09-26_03.jpg	/home/dieu/websites/commerce_web/vietsonvn.com/wp-content/uploads/2019/09/May-Nen-Khi-Viet-Son-2019-09-26_03.jpg	(from https://vietsonvn.com/du-an-may-nen-khi/)
01:22:27	27057/27057	---MC-	200	added ('OK')	application/json	date:Tue,%2014%20Feb%202023%2018:22:27%20GMT	https://vietsonvn.com/wp-json/wp/v2/pages/338	/home/dieu/websites/commerce_web/vietsonvn.com/wp-json/wp/v2/pages/338.json	(from https://vietsonvn.com/hoat-dong/)
01:22:28	2499/2499	---M--	200	added ('OK')	application/json	date:Tue,%2014%20Feb%202023%2018:22:28%20GMT	https://vietsonvn.com/wp-json/oembed/1.0/embed?url=https%3A%2F%2Fvietsonvn.com%2Fhoat-dong%2F	/home/dieu/websites/commerce_web/vietsonvn.com/wp-json/oembed/1.0/embedd833.json	(from https://vietsonvn.com/hoat-dong/)
01:22:28	0/0	---M--	301	error ('Moved%20Permanently')	text/html	date:Tue,%2014%20Feb%202023%2018:22:28%20GMT	https://vietsonvn.com/?p=338	/home/dieu/websites/commerce_web/vietsonvn.com/indexbcd6.html	(from https://vietsonvn.com/hoat-dong/)
01:22:29	2632/2632	---M-Z	200	added ('OK')	text/xml	date:Tue,%2014%20Feb%202023%2018:22:29%20GMT	https://vietsonvn.com/wp-json/oembed/1.0/embed?url=https%3A%2F%2Fvietsonvn.com%2Fhoat-dong%2F&format=xml	/home/dieu/websites/commerce_web/vietsonvn.com/wp-json/oembed/1.0/embed0d4f	(from https://vietsonvn.com/hoat-dong/)
01:22:29	146777/146777	---M--	200	added ('OK')	image/jpeg	date:Mon,%2030%20Sep%202019%2003:39:17%20GMT	https://vietsonvn.com/wp-content/uploads/2018/11/hoatdong.jpg	/home/dieu/websites/commerce_web/vietsonvn.com/wp-content/uploads/2018/11/hoatdong.jpg	(from https://vietsonvn.com/hoat-dong/)
01:22:30	51153/51153	---M--	200	added ('OK')	image/jpeg	date:Mon,%2030%20Sep%202019%2003:39:26%20GMT	https://vietsonvn.com/wp-content/uploads/2018/11/hd5.jpg	/home/dieu/websites/commerce_web/vietsonvn.com/wp-content/uploads/2018/11/hd5.jpg	(from https://vietsonvn.com/hoat-dong/)
01:22:31	66988/66988	---M--	200	added ('OK')	image/jpeg	date:Mon,%2030%20Sep%202019%2003:41:03%20GMT	https://vietsonvn.com/wp-content/uploads/2018/11/hd4.jpg	/home/dieu/websites/commerce_web/vietsonvn.com/wp-content/uploads/2018/11/hd4.jpg	(from https://vietsonvn.com/hoat-dong/)
01:22:32	68942/68942	---M--	200	added ('OK')	image/jpeg	date:Mon,%2030%20Sep%202019%2003:37:36%20GMT	https://vietsonvn.com/wp-content/uploads/2018/11/hd3.jpg	/home/dieu/websites/commerce_web/vietsonvn.com/wp-content/uploads/2018/11/hd3.jpg	(from https://vietsonvn.com/hoat-dong/)
01:22:33	77593/77593	---M-Z	200	added ('OK')	text/html	etag:%2210341-1676396783;gz%22	https://vietsonvn.com/hoi-thao-may-nen-khi-hitachi-tai-tp-hcm/	/home/dieu/websites/commerce_web/vietsonvn.com/hoi-thao-may-nen-khi-hitachi-tai-tp-hcm/index.html	(from https://vietsonvn.com/hoat-dong/)
01:22:33	71139/71139	---M--	200	added ('OK')	image/jpeg	date:Mon,%2030%20Sep%202019%2003:34:44%20GMT	https://vietsonvn.com/wp-content/uploads/2018/11/hd2.jpg	/home/dieu/websites/commerce_web/vietsonvn.com/wp-content/uploads/2018/11/hd2.jpg	(from https://vietsonvn.com/hoat-dong/)
01:22:34	77722/77722	---M-Z	200	added ('OK')	text/html	etag:%2210046-1676116245;gz%22	https://vietsonvn.com/hoi-thao-may-nen-khi-hitachi-tai-tien-giang/	/home/dieu/websites/commerce_web/vietsonvn.com/hoi-thao-may-nen-khi-hitachi-tai-tien-giang/index.html	(from https://vietsonvn.com/hoat-dong/)
01:22:35	25734/25734	---MC-	200	added ('OK')	application/json	date:Tue,%2014%20Feb%202023%2018:22:34%20GMT	https://vietsonvn.com/wp-json/wp/v2/pages/2336	/home/dieu/websites/commerce_web/vietsonvn.com/wp-json/wp/v2/pages/2336.json	(from https://vietsonvn.com/ho-tro-may-nen-khi/)
01:22:35	2575/2575	---M--	200	added ('OK')	application/json	date:Tue,%2014%20Feb%202023%2018:22:35%20GMT	https://vietsonvn.com/wp-json/oembed/1.0/embed?url=https%3A%2F%2Fvietsonvn.com%2Fho-tro-may-nen-khi%2F	/home/dieu/websites/commerce_web/vietsonvn.com/wp-json/oembed/1.0/embedc172.json	(from https://vietsonvn.com/ho-tro-may-nen-khi/)
01:22:36	2717/2717	---M-Z	200	added ('OK')	text/xml	date:Tue,%2014%20Feb%202023%2018:22:36%20GMT	https://vietsonvn.com/wp-json/oembed/1.0/embed?url=https%3A%2F%2Fvietsonvn.com%2Fho-tro-may-nen-khi%2F&format=xml	/home/dieu/websites/commerce_web/vietsonvn.com/wp-json/oembed/1.0/embedde3f	(from https://vietsonvn.com/ho-tro-may-nen-khi/)
01:22:38	386014/386014	---M--	200	added ('OK')	image/png	date:Mon,%2030%20Sep%202019%2003:07:28%20GMT	https://vietsonvn.com/wp-content/uploads/2019/09/banner-ho-tro-khach-hang-viet-son.png	/home/dieu/websites/commerce_web/vietsonvn.com/wp-content/uploads/2019/09/banner-ho-tro-khach-hang-viet-son.png	(from https://vietsonvn.com/ho-tro-may-nen-khi/)
01:22:38	0/0	---M--	301	error ('Moved%20Permanently')	text/html	date:Tue,%2014%20Feb%202023%2018:22:37%20GMT	https://vietsonvn.com/?p=2336	/home/dieu/websites/commerce_web/vietsonvn.com/index55c6.html	(from https://vietsonvn.com/ho-tro-may-nen-khi/)
01:22:39	274861/274861	---M--	200	added ('OK')	image/png	date:Mon,%2028%20Sep%202020%2006:19:39%20GMT	https://vietsonvn.com/wp-content/uploads/2020/07/ho-tro-khach-hang-chung-1-1024x236.png	/home/dieu/websites/commerce_web/vietsonvn.com/wp-content/uploads/2020/07/ho-tro-khach-hang-chung-1-1024x236.png	(from https://vietsonvn.com/ho-tro-may-nen-khi/)
01:22:39	110438/110438	---M--	200	added ('OK')	image/png	date:Tue,%2025%20May%202021%2009:05:07%20GMT	https://vietsonvn.com/wp-content/uploads/2021/05/May-nen-khi-HITACHI-4.png	/home/dieu/websites/commerce_web/vietsonvn.com/wp-content/uploads/2021/05/May-nen-khi-HITACHI-4.png	(from https://vietsonvn.com/ho-tro-may-nen-khi/)
01:22:40	108584/108584	---M-Z	200	added ('OK')	text/html	etag:%2210047-1676116247;gz%22	https://vietsonvn.com/tin_tuc/lua-chon-nao-giua-may-nen-khi-moi-hay-may-nen-khi-da-qua-su-dung/	/home/dieu/websites/commerce_web/vietsonvn.com/tin_tuc/lua-chon-nao-giua-may-nen-khi-moi-hay-may-nen-khi-da-qua-su-dung/index.html	(from https://vietsonvn.com/ho-tro-may-nen-khi/)
01:22:40	111211/111211	---M--	200	added ('OK')	image/png	date:Tue,%2025%20May%202021%2006:33:42%20GMT	https://vietsonvn.com/wp-content/uploads/2021/05/May-nen-khi-HITACHI-3.png	/home/dieu/websites/commerce_web/vietsonvn.com/wp-content/uploads/2021/05/May-nen-khi-HITACHI-3.png	(from https://vietsonvn.com/ho-tro-may-nen-khi/)
01:22:41	100884/100884	---M-Z	200	added ('OK')	text/html	etag:%2210048-1676116249;gz%22	https://vietsonvn.com/tin_tuc/loi-ich-cua-viec-xu-ly-khi-va-loc-khong-khi-cho-may-nen-khi/	/home/dieu/websites/commerce_web/vietsonvn.com/tin_tuc/loi-ich-cua-viec-xu-ly-khi-va-loc-khong-khi-cho-may-nen-khi/index.html	(from https://vietsonvn.com/ho-tro-may-nen-khi/)
01:22:41	108473/108473	---M--	200	added ('OK')	image/png	date:Tue,%2025%20May%202021%2006:12:40%20GMT	https://vietsonvn.com/wp-content/uploads/2021/05/May-nen-khi-HITACHI-2.png	/home/dieu/websites/commerce_web/vietsonvn.com/wp-content/uploads/2021/05/May-nen-khi-HITACHI-2.png	(from https://vietsonvn.com/ho-tro-may-nen-khi/)
01:22:42	98480/98480	---M-Z	200	added ('OK')	text/html	etag:%2210049-1676116252;gz%22	https://vietsonvn.com/tin_tuc/loi-ich-cua-may-nen-khi-khong-dau/	/home/dieu/websites/commerce_web/vietsonvn.com/tin_tuc/loi-ich-cua-may-nen-khi-khong-dau/index.html	(from https://vietsonvn.com/ho-tro-may-nen-khi/)
01:22:42	111302/111302	---M--	200	added ('OK')	image/png	date:Tue,%2018%20May%202021%2008:15:35%20GMT	https://vietsonvn.com/wp-content/uploads/2021/05/May-nen-khi-HITACHI-1.png	/home/dieu/websites/commerce_web/vietsonvn.com/wp-content/uploads/2021/05/May-nen-khi-HITACHI-1.png	(from https://vietsonvn.com/ho-tro-may-nen-khi/)
01:22:43	84430/84430	---M-Z	200	added ('OK')	text/html	etag:%2210050-1676116254;gz%22	https://vietsonvn.com/tin_tuc/lam-the-nao-de-keo-dai-tuoi-tho-cho-may-nen-khi/	/home/dieu/websites/commerce_web/vietsonvn.com/tin_tuc/lam-the-nao-de-keo-dai-tuoi-tho-cho-may-nen-khi/index.html	(from https://vietsonvn.com/ho-tro-may-nen-khi/)
01:22:43	109887/109887	---M--	200	added ('OK')	image/png	date:Tue,%2018%20May%202021%2007:49:30%20GMT	https://vietsonvn.com/wp-content/uploads/2021/05/May-nen-khi-HITACHI.png	/home/dieu/websites/commerce_web/vietsonvn.com/wp-content/uploads/2021/05/May-nen-khi-HITACHI.png	(from https://vietsonvn.com/ho-tro-may-nen-khi/)
01:22:44	102572/102572	---M-Z	200	added ('OK')	text/html	etag:%229972-1676115143;gz%22	https://vietsonvn.com/tin_tuc/huong-dan-bao-duong-may-nen-khi-truc-vit/	/home/dieu/websites/commerce_web/vietsonvn.com/tin_tuc/huong-dan-bao-duong-may-nen-khi-truc-vit/index.html	(from https://vietsonvn.com/ho-tro-may-nen-khi/)
01:22:44	113138/113138	---M--	200	added ('OK')	image/png	date:Tue,%2018%20May%202021%2003:30:43%20GMT	https://vietsonvn.com/wp-content/uploads/2021/05/HUONG-DAN-CHON-DUNG-DAU-BOI-TRON-CHO-MAY-NEN-KHI.png	/home/dieu/websites/commerce_web/vietsonvn.com/wp-content/uploads/2021/05/HUONG-DAN-CHON-DUNG-DAU-BOI-TRON-CHO-MAY-NEN-KHI.png	(from https://vietsonvn.com/ho-tro-may-nen-khi/)
01:22:45	77304/77304	---M-Z	200	added ('OK')	text/html	etag:%2210052-1676116259;gz%22	https://vietsonvn.com/ho-tro-may-nen-khi/page/2/	/home/dieu/websites/commerce_web/vietsonvn.com/ho-tro-may-nen-khi/page/2/index.html	(from https://vietsonvn.com/ho-tro-may-nen-khi/)
01:22:45	84492/84492	---M-Z	200	added ('OK')	text/html	etag:%2210051-1676116257;gz%22	https://vietsonvn.com/tin_tuc/huong-dan-chon-dung-dau-boi-tron-cho-may-nen-khi/	/home/dieu/websites/commerce_web/vietsonvn.com/tin_tuc/huong-dan-chon-dung-dau-boi-tron-cho-may-nen-khi/index.html	(from https://vietsonvn.com/ho-tro-may-nen-khi/)
01:22:45	73346/73346	---M-Z	200	added ('OK')	text/html	etag:%2210053-1676116261;gz%22	https://vietsonvn.com/ho-tro-may-nen-khi/page/3/	/home/dieu/websites/commerce_web/vietsonvn.com/ho-tro-may-nen-khi/page/3/index.html	(from https://vietsonvn.com/ho-tro-may-nen-khi/)
01:22:46	21104/21104	---MC-	200	added ('OK')	application/json	date:Tue,%2014%20Feb%202023%2018:22:46%20GMT	https://vietsonvn.com/wp-json/wp/v2/pages/5530	/home/dieu/websites/commerce_web/vietsonvn.com/wp-json/wp/v2/pages/5530.json	(from https://vietsonvn.com/ho-tro-may-nen-khi-khong-dau/)
01:22:47	2699/2699	---M--	200	added ('OK')	application/json	date:Tue,%2014%20Feb%202023%2018:22:47%20GMT	https://vietsonvn.com/wp-json/oembed/1.0/embed?url=https%3A%2F%2Fvietsonvn.com%2Fho-tro-may-nen-khi-khong-dau%2F	/home/dieu/websites/commerce_web/vietsonvn.com/wp-json/oembed/1.0/embed8ef6.json	(from https://vietsonvn.com/ho-tro-may-nen-khi-khong-dau/)
01:22:48	0/0	---M--	301	error ('Moved%20Permanently')	text/html	date:Tue,%2014%20Feb%202023%2018:22:47%20GMT	https://vietsonvn.com/?p=5530	/home/dieu/websites/commerce_web/vietsonvn.com/index6b9b.html	(from https://vietsonvn.com/ho-tro-may-nen-khi-khong-dau/)
01:22:49	2853/2853	---M-Z	200	added ('OK')	text/xml	date:Tue,%2014%20Feb%202023%2018:22:49%20GMT	https://vietsonvn.com/wp-json/oembed/1.0/embed?url=https%3A%2F%2Fvietsonvn.com%2Fho-tro-may-nen-khi-khong-dau%2F&format=xml	/home/dieu/websites/commerce_web/vietsonvn.com/wp-json/oembed/1.0/embed3991	(from https://vietsonvn.com/ho-tro-may-nen-khi-khong-dau/)
01:22:49	119024/119024	---M--	200	added ('OK')	image/png	date:Thu,%2009%20Jul%202020%2008:20:59%20GMT	https://vietsonvn.com/wp-content/uploads/2020/07/HTKH-may-nen-khi-khong-dau.png	/home/dieu/websites/commerce_web/vietsonvn.com/wp-content/uploads/2020/07/HTKH-may-nen-khi-khong-dau.png	(from https://vietsonvn.com/ho-tro-may-nen-khi-khong-dau/)
01:22:50	106848/106848	---M--	200	added ('OK')	image/png	date:Thu,%2009%20Jul%202020%2008:53:31%20GMT	https://vietsonvn.com/wp-content/uploads/2020/07/M%c3%a1y-n%c3%a9n-kh%c3%ad-HITACHI.png	/home/dieu/websites/commerce_web/vietsonvn.com/wp-content/uploads/2020/07/M%c3%a1y-n%c3%a9n-kh%c3%ad-HITACHI.png	(from https://vietsonvn.com/ho-tro-may-nen-khi-khong-dau/)
01:22:51	98179/98179	---M-Z	200	added ('OK')	text/html	etag:%229721-1675905171;gz%22	https://vietsonvn.com/ht_mnkkd/so-do-cau-tao-cua-may-nen-khi-khong-dau-hitachi-dsp-45kw-55kw-75kw/	/home/dieu/websites/commerce_web/vietsonvn.com/ht_mnkkd/so-do-cau-tao-cua-may-nen-khi-khong-dau-hitachi-dsp-45kw-55kw-75kw/index.html	(from https://vietsonvn.com/ho-tro-may-nen-khi-khong-dau/)
01:22:51	107341/107341	---M--	200	added ('OK')	image/png	date:Thu,%2016%20Jul%202020%2002:48:14%20GMT	https://vietsonvn.com/wp-content/uploads/2020/07/M%c3%a1y-n%c3%a9n-kh%c3%ad-HITACHI-1.png	/home/dieu/websites/commerce_web/vietsonvn.com/wp-content/uploads/2020/07/M%c3%a1y-n%c3%a9n-kh%c3%ad-HITACHI-1.png	(from https://vietsonvn.com/ho-tro-may-nen-khi-khong-dau/)
01:22:52	97745/97745	---MCZ	200	added ('OK')	text/html	etag:%229862-1676021436;gz%22	https://vietsonvn.com/ht_mnkkd/so-do-cau-tao-cua-may-nen-khi-bien-tan-khong-dau-hitachi-dsp-55kw-75kw/	/home/dieu/websites/commerce_web/vietsonvn.com/ht_mnkkd/so-do-cau-tao-cua-may-nen-khi-bien-tan-khong-dau-hitachi-dsp-55kw-75kw/index.html	(from https://vietsonvn.com/ho-tro-may-nen-khi-khong-dau/)
01:22:53	21877/21877	---MC-	200	added ('OK')	application/json	date:Tue,%2014%20Feb%202023%2018:22:52%20GMT	https://vietsonvn.com/wp-json/wp/v2/pages/5587	/home/dieu/websites/commerce_web/vietsonvn.com/wp-json/wp/v2/pages/5587.json	(from https://vietsonvn.com/ho-tro-ve-may-nen-khi-ngam-dau/)
01:22:54	2699/2699	---M--	200	added ('OK')	application/json	date:Tue,%2014%20Feb%202023%2018:22:53%20GMT	https://vietsonvn.com/wp-json/oembed/1.0/embed?url=https%3A%2F%2Fvietsonvn.com%2Fho-tro-ve-may-nen-khi-ngam-dau%2F	/home/dieu/websites/commerce_web/vietsonvn.com/wp-json/oembed/1.0/embed2221.json	(from https://vietsonvn.com/ho-tro-ve-may-nen-khi-ngam-dau/)
01:22:54	0/0	---M--	301	error ('Moved%20Permanently')	text/html	date:Tue,%2014%20Feb%202023%2018:22:54%20GMT	https://vietsonvn.com/?p=5587	/home/dieu/websites/commerce_web/vietsonvn.com/index155e.html	(from https://vietsonvn.com/ho-tro-ve-may-nen-khi-ngam-dau/)
01:22:54	2853/2853	---M-Z	200	added ('OK')	text/xml	date:Tue,%2014%20Feb%202023%2018:22:54%20GMT	https://vietsonvn.com/wp-json/oembed/1.0/embed?url=https%3A%2F%2Fvietsonvn.com%2Fho-tro-ve-may-nen-khi-ngam-dau%2F&format=xml	/home/dieu/websites/commerce_web/vietsonvn.com/wp-json/oembed/1.0/embed784e	(from https://vietsonvn.com/ho-tro-ve-may-nen-khi-ngam-dau/)
01:22:55	82866/82866	---M--	200	added ('OK')	image/png	date:Wed,%2029%20Jul%202020%2007:14:33%20GMT	https://vietsonvn.com/wp-content/uploads/2020/07/HTKH-may-nen-khi-ngam-dau.png	/home/dieu/websites/commerce_web/vietsonvn.com/wp-content/uploads/2020/07/HTKH-may-nen-khi-ngam-dau.png	(from https://vietsonvn.com/ho-tro-ve-may-nen-khi-ngam-dau/)
01:22:56	107832/107832	---M--	200	added ('OK')	image/png	date:Wed,%2029%20Jul%202020%2007:34:35%20GMT	https://vietsonvn.com/wp-content/uploads/2020/07/M%c3%a1y-n%c3%a9n-kh%c3%ad-HITACHIbien-tan-ngam-dau.png	/home/dieu/websites/commerce_web/vietsonvn.com/wp-content/uploads/2020/07/M%c3%a1y-n%c3%a9n-kh%c3%ad-HITACHIbien-tan-ngam-dau.png	(from https://vietsonvn.com/ho-tro-ve-may-nen-khi-ngam-dau/)
01:22:57	96290/96290	---M-Z	200	added ('OK')	text/html	etag:%2210054-1676116265;gz%22	https://vietsonvn.com/ht_mnknd/so-do-cau-tao-cua-may-nen-khi-bien-tan-ngam-dau-hitachi-osp-55kw-75kw/	/home/dieu/websites/commerce_web/vietsonvn.com/ht_mnknd/so-do-cau-tao-cua-may-nen-khi-bien-tan-ngam-dau-hitachi-osp-55kw-75kw/index.html	(from https://vietsonvn.com/ho-tro-ve-may-nen-khi-ngam-dau/)
01:22:57	106966/106966	---M--	200	added ('OK')	image/png	date:Wed,%2029%20Jul%202020%2007:06:38%20GMT	https://vietsonvn.com/wp-content/uploads/2020/07/5.png	/home/dieu/websites/commerce_web/vietsonvn.com/wp-content/uploads/2020/07/5.png	(from https://vietsonvn.com/ho-tro-ve-may-nen-khi-ngam-dau/)
01:22:58	95772/95772	---M-Z	200	added ('OK')	text/html	etag:%2210055-1676116267;gz%22	https://vietsonvn.com/ht_mnknd/so-do-cau-tao-cua-may-nen-khi-ngam-dau-hitachi-osp-55kw-75kw/	/home/dieu/websites/commerce_web/vietsonvn.com/ht_mnknd/so-do-cau-tao-cua-may-nen-khi-ngam-dau-hitachi-osp-55kw-75kw/index.html	(from https://vietsonvn.com/ho-tro-ve-may-nen-khi-ngam-dau/)
01:22:59	20612/20612	---MC-	200	added ('OK')	application/json	date:Tue,%2014%20Feb%202023%2018:22:59%20GMT	https://vietsonvn.com/wp-json/wp/v2/pages/5609	/home/dieu/websites/commerce_web/vietsonvn.com/wp-json/wp/v2/pages/5609.json	(from https://vietsonvn.com/ho-tro-may-nen-khi-truc-xoan-hitachi/)
01:22:59	2739/2739	---M--	200	added ('OK')	application/json	date:Tue,%2014%20Feb%202023%2018:22:59%20GMT	https://vietsonvn.com/wp-json/oembed/1.0/embed?url=https%3A%2F%2Fvietsonvn.com%2Fho-tro-may-nen-khi-truc-xoan-hitachi%2F	/home/dieu/websites/commerce_web/vietsonvn.com/wp-json/oembed/1.0/embedf57f.json	(from https://vietsonvn.com/ho-tro-may-nen-khi-truc-xoan-hitachi/)
01:23:00	2899/2899	---M-Z	200	added ('OK')	text/xml	date:Tue,%2014%20Feb%202023%2018:23:00%20GMT	https://vietsonvn.com/wp-json/oembed/1.0/embed?url=https%3A%2F%2Fvietsonvn.com%2Fho-tro-may-nen-khi-truc-xoan-hitachi%2F&format=xml	/home/dieu/websites/commerce_web/vietsonvn.com/wp-json/oembed/1.0/embed9906	(from https://vietsonvn.com/ho-tro-may-nen-khi-truc-xoan-hitachi/)
01:23:01	83302/83302	---M--	200	added ('OK')	image/png	date:Tue,%2011%20Aug%202020%2007:59:47%20GMT	https://vietsonvn.com/wp-content/uploads/2020/08/ho-tro-may-nen-khi-truc-xoan-img.png	/home/dieu/websites/commerce_web/vietsonvn.com/wp-content/uploads/2020/08/ho-tro-may-nen-khi-truc-xoan-img.png	(from https://vietsonvn.com/ho-tro-may-nen-khi-truc-xoan-hitachi/)
01:23:02	107053/107053	---M--	200	added ('OK')	image/png	date:Mon,%2028%20Sep%202020%2006:25:24%20GMT	https://vietsonvn.com/wp-content/uploads/2020/09/may-nen-khi-truc-xoan-hinh-anh.png	/home/dieu/websites/commerce_web/vietsonvn.com/wp-content/uploads/2020/09/may-nen-khi-truc-xoan-hinh-anh.png	(from https://vietsonvn.com/ho-tro-may-nen-khi-truc-xoan-hitachi/)
